,arrival,parking_entry,kiosk,department_entrance,department_exit,parking_exit,departure,visit_time,parking_entry_wait,kiosk_wait,department_entrance_wait,department_exit_wait,parking_exit_wait,departure_wait,parking_entry_wait_wgt,kiosk_wait_wgt,department_entrance_wait_wgt,department_exit_wait_wgt,parking_exit_wait_wgt,departure_wait_wgt,Rating,Date
449,0:53:47,0:56:47,1:02:47,1:09:47,2:11:47,2:21:47,2:24:47,91,3,6,7,62,10,3,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-21
450,5:10:26,5:17:26,5:29:26,5:48:26,6:49:26,7:02:26,7:04:26,114,7,12,19,61,13,2,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-23
451,3:33:46,3:39:46,3:47:46,4:06:46,4:39:46,4:46:46,4:49:46,76,6,8,19,33,7,3,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-24
452,17:56:21,18:01:21,18:08:21,18:33:21,19:30:21,19:38:21,19:41:21,105,5,7,25,57,8,3,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-25
453,5:52:43,5:58:43,6:01:43,6:20:43,6:51:43,6:55:43,7:00:43,68,6,3,19,31,4,5,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-27
454,18:06:29,18:12:29,18:19:29,18:53:29,19:40:29,19:50:29,19:55:29,109,6,7,34,47,10,5,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-24
455,7:58:42,8:02:42,8:16:42,8:45:42,9:40:42,9:56:42,9:59:42,121,4,14,29,55,16,3,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-22
456,11:56:10,11:58:10,12:06:10,12:19:10,13:19:10,13:26:10,13:32:10,96,2,8,13,60,7,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-21
457,12:02:34,12:03:34,12:17:34,12:29:34,13:22:34,13:27:34,13:31:34,89,1,14,12,53,5,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-21
458,3:12:58,3:19:58,3:32:58,3:50:58,4:33:58,4:41:58,4:49:58,97,7,13,18,43,8,8,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-25
459,15:42:22,15:48:22,15:55:22,16:26:22,17:04:22,17:18:22,17:21:22,99,6,7,31,38,14,3,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-21
460,15:26:05,15:29:05,15:33:05,16:03:05,16:50:05,17:04:05,17:12:05,106,3,4,30,47,14,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-25
461,15:17:14,15:20:14,15:29:14,15:51:14,16:19:14,16:35:14,16:38:14,81,3,9,22,28,16,3,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-24
462,13:15:53,13:19:53,13:29:53,13:45:53,14:19:53,14:34:53,14:41:53,86,4,10,16,34,15,7,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-19
463,20:27:28,20:32:28,20:43:28,21:08:28,21:48:28,22:01:28,22:09:28,102,5,11,25,40,13,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-25
464,20:24:26,20:28:26,20:33:26,20:48:26,21:41:26,21:55:26,21:59:26,95,4,5,15,53,14,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-23
465,12:13:29,12:18:29,12:23:29,12:44:29,13:28:29,13:38:29,13:42:29,89,5,5,21,44,10,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
466,4:41:34,4:44:34,4:59:34,5:13:34,5:41:34,5:51:34,5:58:34,77,3,15,14,28,10,7,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-20
467,16:09:59,16:16:59,16:26:59,16:42:59,17:45:59,17:49:59,17:54:59,105,7,10,16,63,4,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-26
468,7:33:25,7:35:25,7:40:25,7:54:25,8:59:25,9:05:25,9:09:25,96,2,5,14,65,6,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
469,8:35:51,8:38:51,8:51:51,9:19:51,9:45:51,9:56:51,10:03:51,88,3,13,28,26,11,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-25
470,18:18:33,18:20:33,18:33:33,18:45:33,19:44:33,20:00:33,20:04:33,106,2,13,12,59,16,4,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-19
471,15:43:56,15:50:56,16:03:56,16:09:56,16:44:56,16:56:56,17:02:56,79,7,13,6,35,12,6,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-26
472,9:57:09,10:02:09,10:17:09,10:46:09,11:25:09,11:36:09,11:44:09,107,5,15,29,39,11,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-27
473,21:02:53,21:06:53,21:13:53,21:31:53,22:00:53,22:05:53,22:11:53,69,4,7,18,29,5,6,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-23
474,7:35:14,7:39:14,7:55:14,8:25:14,9:03:14,9:08:14,9:13:14,98,4,16,30,38,5,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-20
475,3:20:53,3:24:53,3:38:53,3:49:53,4:24:53,4:28:53,4:35:53,75,4,14,11,35,4,7,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-22
476,13:03:06,13:08:06,13:21:06,13:41:06,14:19:06,14:32:06,14:35:06,92,5,13,20,38,13,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-18
477,0:07:31,0:16:31,0:23:31,0:53:31,1:24:31,1:37:31,1:42:31,95,9,7,30,31,13,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-25
478,14:04:34,14:10:34,14:18:34,14:40:34,15:38:34,15:49:34,15:51:34,107,6,8,22,58,11,2,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-21
479,19:14:43,19:17:43,19:22:43,19:36:43,20:25:43,20:38:43,20:46:43,92,3,5,14,49,13,8,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-21
480,17:52:36,17:58:36,18:11:36,18:29:36,19:10:36,19:23:36,19:29:36,97,6,13,18,41,13,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
481,4:04:19,4:08:19,4:21:19,4:52:19,5:50:19,5:56:19,5:58:19,114,4,13,31,58,6,2,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-18
482,14:57:22,15:03:22,15:10:22,15:24:22,16:10:22,16:15:22,16:23:22,86,6,7,14,46,5,8,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-20
483,9:42:56,9:50:56,9:58:56,10:19:56,11:11:56,11:25:56,11:33:56,111,8,8,21,52,14,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-23
484,21:26:11,21:28:11,21:31:11,22:01:11,22:45:11,22:56:11,23:03:11,97,2,3,30,44,11,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
485,11:37:20,11:41:20,11:50:20,12:14:20,12:41:20,12:48:20,12:52:20,75,4,9,24,27,7,4,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-25
486,9:27:06,9:35:06,9:45:06,9:56:06,10:53:06,11:04:06,11:06:06,99,8,10,11,57,11,2,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-18
487,16:06:29,16:12:29,16:23:29,16:42:29,17:24:29,17:36:29,17:43:29,97,6,11,19,42,12,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
488,20:20:16,20:29:16,20:37:16,20:54:16,21:50:16,22:01:16,22:02:16,102,9,8,17,56,11,1,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
489,10:15:22,10:19:22,10:27:22,10:54:22,11:43:22,11:56:22,11:57:22,102,4,8,27,49,13,1,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-24
490,6:51:00,6:54:00,7:09:00,7:41:00,8:40:00,8:53:00,8:59:00,128,3,15,32,59,13,6,0.088,0.265,0.324,0.206,0.088,0.029,9.0,2021-06-19
491,23:13:56,23:19:56,23:34:56,23:56:56,0:23:56,0:33:56,0:37:56,84,6,15,22,27,10,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-18
492,5:44:53,5:45:53,5:54:53,6:23:53,6:55:53,7:08:53,7:15:53,91,1,9,29,32,13,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
493,3:37:01,3:40:01,3:45:01,4:16:01,5:03:01,5:13:01,5:18:01,101,3,5,31,47,10,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-24
494,12:03:11,12:10:11,12:27:11,12:48:11,13:18:11,13:33:11,13:37:11,94,7,17,21,30,15,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-18
495,15:27:07,15:33:07,15:47:07,16:03:07,16:56:07,17:12:07,17:14:07,107,6,14,16,53,16,2,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-18
496,21:10:44,21:11:44,21:16:44,21:45:44,22:12:44,22:18:44,22:25:44,75,1,5,29,27,6,7,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-21
497,2:59:53,3:05:53,3:10:53,3:28:53,4:23:53,4:29:53,4:34:53,95,6,5,18,55,6,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-26
498,23:59:10,0:04:10,0:10:10,0:30:10,1:16:10,1:21:10,1:28:10,89,5,6,20,46,5,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
499,13:02:33,13:06:33,13:11:33,13:22:33,14:10:33,14:18:33,14:20:33,78,4,5,11,48,8,2,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-23
500,9:41:19,9:44:19,9:56:19,10:12:19,11:13:19,11:27:19,11:31:19,110,3,12,16,61,14,4,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-24
501,11:16:38,11:21:38,11:34:38,11:55:38,12:37:38,12:46:38,12:50:38,94,5,13,21,42,9,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-19
502,21:40:36,21:42:36,21:57:36,22:15:36,22:41:36,22:48:36,22:52:36,72,2,15,18,26,7,4,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-19
503,11:25:40,11:33:40,11:43:40,11:50:40,12:32:40,12:40:40,12:48:40,83,8,10,7,42,8,8,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-26
504,4:48:40,4:55:40,5:05:40,5:34:40,6:03:40,6:14:40,6:18:40,90,7,10,29,29,11,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
505,18:02:50,18:11:50,18:20:50,18:31:50,19:33:50,19:44:50,19:48:50,106,9,9,11,62,11,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-26
506,11:39:23,11:46:23,12:00:23,12:15:23,12:41:23,12:49:23,12:56:23,77,7,14,15,26,8,7,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-20
507,21:38:56,21:39:56,21:45:56,22:12:56,23:00:56,23:06:56,23:14:56,96,1,6,27,48,6,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-27
508,19:22:15,19:29:15,19:38:15,20:08:15,21:13:15,21:18:15,21:20:15,118,7,9,30,65,5,2,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-27
509,10:52:57,10:53:57,10:58:57,11:31:57,12:15:57,12:20:57,12:23:57,91,1,5,33,44,5,3,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-25
510,18:30:33,18:34:33,18:39:33,18:57:33,19:35:33,19:40:33,19:43:33,73,4,5,18,38,5,3,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-26
511,1:07:13,1:11:13,1:17:13,1:27:13,1:59:13,2:13:13,2:15:13,68,4,6,10,32,14,2,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-21
512,23:42:04,23:46:04,23:55:04,0:01:04,0:27:04,0:30:04,0:34:04,52,4,9,6,26,3,4,0.088,0.265,0.324,0.206,0.088,0.029,3.0,2021-06-19
513,21:39:05,21:47:05,21:57:05,22:19:05,23:19:05,23:31:05,23:34:05,115,8,10,22,60,12,3,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-21
514,12:49:40,12:58:40,13:09:40,13:42:40,14:20:40,14:36:40,14:41:40,112,9,11,33,38,16,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-18
515,20:44:50,20:46:50,21:03:50,21:13:50,22:00:50,22:13:50,22:14:50,90,2,17,10,47,13,1,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-25
516,0:44:05,0:51:05,0:57:05,1:08:05,1:35:05,1:48:05,1:55:05,71,7,6,11,27,13,7,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-22
517,6:20:07,6:28:07,6:42:07,6:55:07,7:33:07,7:37:07,7:43:07,83,8,14,13,38,4,6,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-22
518,9:49:20,9:55:20,10:11:20,10:44:20,11:30:20,11:39:20,11:44:20,115,6,16,33,46,9,5,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-25
519,13:51:48,13:53:48,14:05:48,14:35:48,15:04:48,15:08:48,15:15:48,84,2,12,30,29,4,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-25
520,17:33:13,17:38:13,17:42:13,18:08:13,18:34:13,18:40:13,18:42:13,69,5,4,26,26,6,2,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-26
521,12:15:38,12:21:38,12:30:38,12:41:38,13:39:38,13:51:38,13:53:38,98,6,9,11,58,12,2,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-21
522,0:40:09,0:48:09,1:05:09,1:31:09,2:34:09,2:41:09,2:43:09,123,8,17,26,63,7,2,0.088,0.265,0.324,0.206,0.088,0.029,9.0,2021-06-26
523,13:01:16,13:09:16,13:12:16,13:22:16,14:06:16,14:16:16,14:24:16,83,8,3,10,44,10,8,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-23
524,18:13:09,18:21:09,18:29:09,18:35:09,19:17:09,19:32:09,19:38:09,85,8,8,6,42,15,6,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-22
525,10:38:54,10:45:54,10:54:54,11:21:54,11:49:54,12:02:54,12:10:54,92,7,9,27,28,13,8,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-23
526,5:16:59,5:23:59,5:36:59,6:01:59,6:30:59,6:43:59,6:46:59,90,7,13,25,29,13,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-23
527,13:08:37,13:15:37,13:30:37,13:49:37,14:26:37,14:34:37,14:36:37,88,7,15,19,37,8,2,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
528,2:45:58,2:46:58,3:00:58,3:09:58,3:47:58,3:55:58,4:04:58,79,1,14,9,38,8,9,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-20
529,5:29:21,5:32:21,5:36:21,5:44:21,6:22:21,6:32:21,6:37:21,68,3,4,8,38,10,5,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-22
530,9:50:29,9:53:29,9:59:29,10:26:29,11:17:29,11:23:29,11:30:29,100,3,6,27,51,6,7,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-21
531,16:21:10,16:29:10,16:32:10,16:49:10,17:18:10,17:27:10,17:35:10,74,8,3,17,29,9,8,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-19
532,21:29:56,21:30:56,21:45:56,22:16:56,22:48:56,22:57:56,23:03:56,94,1,15,31,32,9,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-27
533,9:00:18,9:04:18,9:15:18,9:31:18,10:34:18,10:50:18,10:58:18,118,4,11,16,63,16,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-18
534,11:42:14,11:44:14,11:58:14,12:31:14,13:00:14,13:04:14,13:11:14,89,2,14,33,29,4,7,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-18
535,17:31:22,17:33:22,17:38:22,17:48:22,18:31:22,18:45:22,18:53:22,82,2,5,10,43,14,8,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-27
536,23:22:09,23:24:09,23:40:09,0:07:09,0:43:09,0:53:09,0:58:09,96,2,16,27,36,10,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-21
537,2:31:49,2:38:49,2:43:49,3:03:49,3:38:49,3:51:49,3:55:49,84,7,5,20,35,13,4,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-27
538,15:50:19,15:52:19,16:00:19,16:22:19,17:21:19,17:31:19,17:35:19,105,2,8,22,59,10,4,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-24
539,8:35:29,8:42:29,8:53:29,9:23:29,10:21:29,10:27:29,10:32:29,117,7,11,30,58,6,5,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-27
540,22:37:59,22:42:59,22:51:59,23:14:59,0:12:59,0:23:59,0:30:59,113,5,9,23,58,11,7,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-25
541,12:06:19,12:09:19,12:15:19,12:22:19,13:00:19,13:14:19,13:19:19,73,3,6,7,38,14,5,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-25
542,22:16:41,22:20:41,22:24:41,22:31:41,23:22:41,23:29:41,23:33:41,77,4,4,7,51,7,4,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-26
543,2:00:25,2:07:25,2:14:25,2:33:25,3:34:25,3:46:25,3:52:25,112,7,7,19,61,12,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-20
544,11:11:29,11:20:29,11:34:29,11:43:29,12:35:29,12:49:29,12:51:29,100,9,14,9,52,14,2,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-26
545,23:46:56,23:51:56,0:04:56,0:10:56,0:59:56,1:12:56,1:18:56,92,5,13,6,49,13,6,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-22
546,14:02:48,14:08:48,14:15:48,14:42:48,15:23:48,15:38:48,15:41:48,99,6,7,27,41,15,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
547,1:56:58,1:59:58,2:12:58,2:33:58,3:08:58,3:19:58,3:25:58,89,3,13,21,35,11,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
548,6:52:50,6:58:50,7:14:50,7:34:50,8:21:50,8:33:50,8:34:50,102,6,16,20,47,12,1,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-27
549,7:20:11,7:25:11,7:28:11,7:35:11,8:11:11,8:20:11,8:23:11,63,5,3,7,36,9,3,0.088,0.265,0.324,0.206,0.088,0.029,3.0,2021-06-26
550,5:43:14,5:49:14,5:58:14,6:19:14,6:52:14,7:01:14,7:08:14,85,6,9,21,33,9,7,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-25
551,19:13:18,19:16:18,19:32:18,20:00:18,20:47:18,20:57:18,21:05:18,112,3,16,28,47,10,8,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-25
552,9:01:52,9:10:52,9:22:52,9:32:52,10:32:52,10:48:52,10:56:52,115,9,12,10,60,16,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-21
553,9:22:47,9:27:47,9:38:47,10:06:47,11:09:47,11:19:47,11:28:47,126,5,11,28,63,10,9,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-18
554,17:15:56,17:16:56,17:26:56,17:32:56,18:16:56,18:26:56,18:35:56,80,1,10,6,44,10,9,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-19
555,7:48:13,7:49:13,7:58:13,8:18:13,8:59:13,9:15:13,9:21:13,93,1,9,20,41,16,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
556,9:43:37,9:46:37,9:56:37,10:23:37,11:10:37,11:18:37,11:27:37,104,3,10,27,47,8,9,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-26
557,18:24:39,18:25:39,18:31:39,18:55:39,19:27:39,19:41:39,19:42:39,78,1,6,24,32,14,1,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-21
558,9:16:26,9:19:26,9:33:26,9:56:26,10:39:26,10:50:26,10:58:26,102,3,14,23,43,11,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-22
559,7:43:38,7:48:38,7:54:38,8:19:38,9:23:38,9:39:38,9:45:38,122,5,6,25,64,16,6,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-22
560,8:25:49,8:29:49,8:39:49,8:56:49,9:42:49,9:50:49,9:56:49,91,4,10,17,46,8,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-18
561,14:06:15,14:13:15,14:21:15,14:36:15,15:20:15,15:35:15,15:39:15,93,7,8,15,44,15,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-26
562,4:54:35,4:59:35,5:04:35,5:31:35,6:20:35,6:30:35,6:36:35,102,5,5,27,49,10,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-19
563,1:15:22,1:18:22,1:24:22,1:48:22,2:31:22,2:45:22,2:52:22,97,3,6,24,43,14,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
564,10:59:44,11:03:44,11:18:44,11:37:44,12:16:44,12:20:44,12:23:44,84,4,15,19,39,4,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
565,20:12:18,20:19:18,20:34:18,20:55:18,21:29:18,21:35:18,21:38:18,86,7,15,21,34,6,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-21
566,8:08:14,8:13:14,8:24:14,8:46:14,9:22:14,9:32:14,9:36:14,88,5,11,22,36,10,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-25
567,16:33:04,16:37:04,16:50:04,17:25:04,18:13:04,18:26:04,18:34:04,121,4,13,35,48,13,8,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-18
568,1:50:54,1:53:54,2:00:54,2:10:54,3:11:54,3:21:54,3:26:54,96,3,7,10,61,10,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
569,3:53:10,3:58:10,4:09:10,4:37:10,5:05:10,5:14:10,5:22:10,89,5,11,28,28,9,8,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
570,6:42:40,6:44:40,6:57:40,7:03:40,7:56:40,8:01:40,8:06:40,84,2,13,6,53,5,5,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-27
571,21:50:17,21:56:17,22:12:17,22:39:17,23:04:17,23:14:17,23:20:17,90,6,16,27,25,10,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-19
572,21:35:17,21:38:17,21:52:17,22:16:17,22:58:17,23:07:17,23:13:17,98,3,14,24,42,9,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-26
573,15:27:50,15:35:50,15:45:50,16:14:50,16:54:50,17:02:50,17:08:50,101,8,10,29,40,8,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-19
574,22:01:58,22:04:58,22:19:58,22:30:58,23:07:58,23:18:58,23:21:58,80,3,15,11,37,11,3,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-26
575,22:08:00,22:11:00,22:22:00,22:41:00,23:39:00,23:55:00,23:57:00,109,3,11,19,58,16,2,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-23
576,16:03:37,16:05:37,16:11:37,16:38:37,17:14:37,17:24:37,17:27:37,84,2,6,27,36,10,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
577,1:55:49,2:01:49,2:12:49,2:41:49,3:07:49,3:22:49,3:25:49,90,6,11,29,26,15,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
578,4:51:36,4:57:36,5:01:36,5:17:36,6:05:36,6:18:36,6:21:36,90,6,4,16,48,13,3,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-18
579,16:10:12,16:14:12,16:27:12,16:55:12,17:38:12,17:45:12,17:48:12,98,4,13,28,43,7,3,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-20
580,6:29:50,6:34:50,6:46:50,7:14:50,8:04:50,8:18:50,8:25:50,116,5,12,28,50,14,7,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-23
581,13:27:32,13:29:32,13:38:32,13:49:32,14:52:32,15:05:32,15:09:32,102,2,9,11,63,13,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
582,19:24:31,19:31:31,19:41:31,19:56:31,20:41:31,20:56:31,21:01:31,97,7,10,15,45,15,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
583,3:47:19,3:56:19,4:02:19,4:20:19,5:08:19,5:18:19,5:26:19,99,9,6,18,48,10,8,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
584,6:12:08,6:21:08,6:35:08,6:59:08,7:45:08,8:00:08,8:02:08,110,9,14,24,46,15,2,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-26
585,13:25:27,13:31:27,13:46:27,14:16:27,15:19:27,15:28:27,15:32:27,127,6,15,30,63,9,4,0.088,0.265,0.324,0.206,0.088,0.029,9.0,2021-06-27
586,7:28:38,7:32:38,7:36:38,7:44:38,8:18:38,8:31:38,8:35:38,67,4,4,8,34,13,4,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-20
587,22:58:56,23:00:56,23:09:56,23:39:56,0:10:56,0:22:56,0:30:56,92,2,9,30,31,12,8,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
588,9:33:10,9:39:10,9:50:10,10:05:10,10:31:10,10:44:10,10:46:10,73,6,11,15,26,13,2,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-24
589,11:24:47,11:28:47,11:35:47,11:53:47,12:36:47,12:53:47,12:58:47,94,4,7,18,43,17,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
590,18:20:30,18:22:30,18:35:30,19:04:30,20:04:30,20:14:30,20:23:30,123,2,13,29,60,10,9,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-26
591,3:52:19,3:59:19,4:15:19,4:22:19,5:25:19,5:31:19,5:36:19,104,7,16,7,63,6,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
592,10:36:19,10:40:19,10:48:19,11:08:19,11:59:19,12:10:19,12:17:19,101,4,8,20,51,11,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-25
593,6:51:58,6:54:58,7:06:58,7:17:58,7:59:58,8:02:58,8:05:58,74,3,12,11,42,3,3,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-27
594,11:46:08,11:50:08,12:04:08,12:36:08,13:37:08,13:49:08,13:56:08,130,4,14,32,61,12,7,0.088,0.265,0.324,0.206,0.088,0.029,9.0,2021-06-21
595,7:18:47,7:24:47,7:28:47,7:36:47,8:05:47,8:19:47,8:26:47,68,6,4,8,29,14,7,0.088,0.265,0.324,0.206,0.088,0.029,3.0,2021-06-25
596,17:22:56,17:26:56,17:32:56,17:44:56,18:28:56,18:33:56,18:39:56,77,4,6,12,44,5,6,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-27
